Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:57:04 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=6
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	6	1.0000000
2	21	0.8333333
3	7	0.7142857
4	30	0.5555556
5	10	0.6315789
6	73	0.6666667
7	49	0.6551724
8	97	0.6250000
9	51	0.6000000
10	26	0.5660377
11	18	0.5882353
12	89	0.5633803
13	125	0.5555556
14	124	0.5342466
15	54	0.5064935
16	27	0.4823529
17	102	0.4767442
18	61	0.5000000
19	121	0.4807692
20	33	0.4579439
21	44	0.4434783
22	93	0.4250000
23	39	0.4065041
24	90	0.3828125
25	29	0.3517241
26	14	0.3167702
27	57	0.3030303
28	68	0.2976190
29	19	0.2899408
30	48	0.2865497
31	36	0.2848837
32	91	0.2742857
33	12	0.2640449
34	81	0.2541437
35	13	0.2527473
36	98	0.2378378
37	96	0.2287234
38	38	0.2205128
39	46	0.2330097
40	100	0.2307692
41	32	0.2285714
42	83	0.2191781
43	110	0.2044444
44	119	0.1949152
45	9	0.1957447
46	59	0.1956522
47	107	0.1919643
48	88	0.1863636
49	31	0.1826484
50	58	0.1759259
	Global minimun!!!
	First local minimun!!!
51	20	0.1952381
52	76	0.2058824
53	8	0.2029703
54	82	0.2020202
55	112	0.2051282
56	95	0.2052632
57	66	0.2259887
58	1	0.2272727
59	0	0.2228571
60	79	0.2267442
61	85	0.2307692
62	70	0.2289157
63	103	0.2317073
64	4	0.2360248
65	3	0.2666667
66	34	0.2635135
67	123	0.2794118
68	113	0.2748092
69	92	0.2868217
70	11	0.2992126
71	75	0.3761468
72	56	0.3684210
73	127	0.4074074
74	15	0.4050633
75	74	0.3934426
76	105	0.4067796
77	129	0.3965517
78	35	0.3800000
79	72	0.3617021
80	86	0.3478261
81	120	0.3409091
82	23	0.3076923
83	108	0.2894737
84	22	0.2702703
85	122	0.2777778
86	116	0.2571429
87	55	0.2647059
88	87	0.2424242
89	42	0.3461539
90	60	0.6470588
91	77	0.6250000
92	45	0.8750000
93	2	0.8000000
94	50	1.0000000
95	5	1.0000000
96	62	1.0000000
Size of Cluster: 50.

run time: 0.19s (19:57:04)
