Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:57:24 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=93
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	93	1.0000000
2	29	0.8636364
3	97	0.7560976
4	76	0.7021276
5	38	0.6851852
6	19	0.6727273
7	91	0.6379310
8	102	0.6271186
9	44	0.6268657
10	26	0.6142857
11	10	0.5375000
12	18	0.5368421
13	14	0.4054054
14	33	0.3859649
15	96	0.3675214
16	89	0.3583333
17	90	0.3440000
18	121	0.3255814
19	32	0.3206107
20	125	0.3181818
21	124	0.3082707
22	7	0.3059702
23	95	0.2949640
24	51	0.2907801
25	27	0.2885906
26	9	0.2828947
27	68	0.2774194
28	6	0.2687500
29	39	0.2576687
30	70	0.2530121
31	100	0.2500000
32	73	0.2272727
33	88	0.2166667
34	119	0.2041885
35	107	0.1878173
36	12	0.1800000
37	31	0.1791045
38	48	0.1773399
39	57	0.1835749
40	81	0.1809524
41	59	0.1767442
42	83	0.1651786
43	54	0.1578947
44	8	0.1521739
45	98	0.1416309
46	21	0.1410256
47	112	0.1392405
	Global minimun!!!
	First local minimun!!!
48	20	0.1515152
49	58	0.1535088
50	79	0.1555556
51	1	0.1562500
52	0	0.1524664
53	61	0.1770335
54	103	0.1787440
55	30	0.1804878
56	4	0.1831683
57	82	0.1818182
58	75	0.2444444
59	123	0.2738095
60	113	0.2699386
61	110	0.2738853
62	15	0.2709678
63	13	0.2662338
64	3	0.3216783
65	36	0.3239437
66	66	0.3333333
67	46	0.3559322
68	129	0.3504274
69	74	0.4141414
70	127	0.4470588
71	86	0.4404762
72	49	0.4268293
73	35	0.4189189
74	34	0.4027778
75	72	0.3913043
76	56	0.3818182
77	11	0.3584906
78	92	0.3333333
79	85	0.3333333
80	22	0.3191489
81	23	0.2857143
82	42	0.3714286
83	120	0.3636364
84	60	0.5833333
85	108	0.5652174
86	77	0.5454546
87	116	0.5714286
88	122	0.5500000
89	45	0.6666667
90	2	0.5555556
91	50	0.5000000
92	5	0.4000000
93	105	0.6666667
94	62	0.5000000
95	55	1.0000000
96	87	1.0000000
Size of Cluster: 47.

run time: 0.19s (19:57:24)
