Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:57:09 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=29
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	29	1.0000000
2	91	0.8500000
3	19	0.8095238
4	96	0.7083333
5	93	0.6551724
6	32	0.6451613
7	76	0.5945946
8	95	0.5238096
9	14	0.5344828
10	97	0.4935065
11	10	0.4137931
12	18	0.4215686
13	33	0.4095238
14	88	0.3944954
15	26	0.3571429
16	124	0.3539823
17	125	0.3421053
18	102	0.3391304
19	7	0.3362069
20	27	0.3387097
21	57	0.3515625
22	51	0.3384615
23	38	0.3211679
24	89	0.3142857
25	70	0.3076923
26	39	0.2945206
27	121	0.2866667
28	90	0.2709678
29	6	0.2625000
30	68	0.2576687
31	44	0.2514620
32	9	0.2471264
33	12	0.2372881
34	73	0.2162162
35	48	0.2139037
36	119	0.2020202
37	98	0.1940299
38	100	0.1921182
39	81	0.1844660
40	20	0.1886792
41	107	0.1743119
42	31	0.1735160
43	54	0.1704036
44	59	0.1622807
	Global minimun!!!
	First local minimun!!!
45	61	0.1724138
46	21	0.1731602
47	8	0.1703057
48	83	0.1727273
49	112	0.1751152
50	0	0.1759259
51	1	0.1720930
52	123	0.2019704
53	103	0.2039801
54	58	0.2070707
55	79	0.2102564
56	30	0.2124352
57	13	0.2135417
58	15	0.2105263
59	110	0.2065217
60	82	0.2055556
61	36	0.2067039
62	113	0.2011494
63	129	0.1965318
64	75	0.2580645
65	4	0.2631579
66	66	0.2949640
67	46	0.3281250
68	3	0.3504274
69	34	0.3391304
70	49	0.3274336
71	127	0.4040404
72	74	0.4197531
73	85	0.4230769
74	86	0.4155844
75	35	0.4057971
76	56	0.4000000
77	92	0.3773585
78	11	0.3529412
79	72	0.3333333
80	42	0.4146341
81	23	0.3888889
82	120	0.3823529
83	22	0.3636364
84	60	0.5833333
85	108	0.5652174
86	77	0.5454546
87	122	0.5714286
88	116	0.5500000
89	45	0.6666667
90	2	0.5555556
91	105	0.7142857
92	50	0.7500000
93	5	0.6666667
94	62	0.5000000
95	87	1.0000000
96	55	1.0000000
Size of Cluster: 44.

run time: 0.19s (19:57:09)
