Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:57:18 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=68
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	68	1.0000000
2	48	0.8000000
3	90	0.8000000
4	119	0.7142857
5	18	0.6666667
6	124	0.6486486
7	125	0.6052632
8	8	0.5750000
9	102	0.5609756
10	112	0.5227273
11	98	0.5319149
12	39	0.5000000
13	107	0.4285714
14	26	0.4406780
15	38	0.4393939
16	27	0.4189189
17	82	0.4102564
18	89	0.4197531
19	33	0.4047619
20	79	0.4022988
21	121	0.4065934
22	97	0.3818182
23	73	0.3728814
24	93	0.3577236
25	91	0.3650794
26	14	0.3521127
27	110	0.3648649
28	29	0.3090909
29	6	0.3058824
30	10	0.2500000
31	19	0.2430939
32	54	0.2378378
33	7	0.2311828
34	32	0.2287234
35	12	0.2251309
36	81	0.2319588
37	57	0.2272727
38	44	0.2038835
39	51	0.1971154
40	9	0.1943128
41	88	0.1813954
42	13	0.1805556
43	96	0.1735160
44	58	0.1756757
45	61	0.1483051
46	59	0.1459228
47	31	0.1422414
	Global minimun!!!
	First local minimun!!!
48	4	0.1441048
49	100	0.1453744
50	21	0.1460177
51	76	0.1545455
52	83	0.1611374
53	95	0.1650485
54	85	0.1674877
55	0	0.1683168
56	1	0.1641791
57	30	0.1658292
58	105	0.1675127
59	60	0.2074468
60	20	0.2252747
61	66	0.2721893
62	36	0.2738095
63	70	0.2727273
64	42	0.2974684
65	123	0.3219178
66	35	0.3623188
67	3	0.4251969
68	103	0.4320000
69	46	0.4649123
70	34	0.4553571
71	87	0.4594595
72	49	0.4495413
73	55	0.4444444
74	74	0.5777778
75	75	0.6111111
76	2	0.6231884
77	5	0.6323529
78	113	0.6507937
79	62	0.6612903
80	15	0.6666667
81	77	0.6779661
82	127	0.7333333
83	45	0.7837838
84	50	0.7647059
85	56	0.8500000
86	23	0.8000000
87	129	0.7857143
88	86	0.7692308
89	72	0.8000000
90	11	0.7500000
91	92	0.6666667
92	22	0.6000000
93	120	0.6666667
94	108	0.5000000
95	122	1.0000000
96	116	1.0000000
Size of Cluster: 47.

run time: 0.19s (19:57:18)
