Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:57:16 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=60
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	60	1.0000000
2	62	0.9000000
3	5	0.8181818
4	50	0.6428571
5	2	0.5882353
6	77	0.5555556
7	45	0.3461539
8	42	0.2424242
	First local minimun!!!
9	88	0.2702703
10	23	0.3095238
11	35	0.3400000
12	82	0.3703704
13	32	0.3571429
14	8	0.3620690
15	56	0.4444444
16	119	0.4578313
17	107	0.4269663
18	74	0.4579439
19	127	0.4214876
20	122	0.4180328
21	116	0.4065041
22	3	0.4029851
23	75	0.3289474
24	86	0.3202614
25	22	0.3181818
26	108	0.3161290
27	72	0.2911392
28	92	0.2812500
29	11	0.2716049
30	120	0.2621951
31	85	0.2634731
32	33	0.2647059
33	4	0.2601156
34	83	0.2527473
35	12	0.2594595
36	79	0.2500000
37	66	0.2537313
38	112	0.2450980
39	46	0.2232558
40	58	0.2155963
41	34	0.2090909
42	61	0.2051282
43	70	0.2025317
	Global minimun!!!
44	68	0.2094017
45	123	0.2207207
46	36	0.2171946
47	38	0.2289720
48	27	0.2572815
49	49	0.2549020
50	113	0.2613065
51	110	0.2590674
52	39	0.2631579
53	76	0.2771739
54	13	0.2732241
55	18	0.3095238
56	44	0.3250000
57	96	0.3375796
58	90	0.3552631
59	54	0.3648649
60	73	0.3428572
61	95	0.3481481
62	81	0.3560606
63	48	0.3538462
64	129	0.3565891
65	15	0.3543307
66	26	0.3629032
67	29	0.4392523
68	57	0.4368932
69	14	0.4827586
70	98	0.4642857
71	20	0.4487180
72	103	0.4473684
73	30	0.4594595
74	91	0.4366197
75	105	0.4492754
76	121	0.4923077
77	93	0.5000000
78	125	0.5084746
79	124	0.5000000
80	19	0.4912281
81	51	0.5090909
82	100	0.5094340
83	102	0.5192308
84	97	0.5454546
85	6	0.6071429
86	9	0.6800000
87	59	0.8000000
88	89	0.8235294
89	10	0.7142857
90	21	0.6666667
91	55	0.8000000
92	87	0.7500000
93	31	0.6666667
94	7	0.5000000
95	0	1.0000000
96	1	1.0000000
Size of Cluster: 8.

run time: 0.19s (19:57:16)
