Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:56:22 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=103
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	103	1.0000000
2	100	0.7500000
3	113	0.5555556
4	20	0.5333334
5	120	0.5294118
6	15	0.5263158
7	129	0.5000000
8	123	0.4062500
9	108	0.3939394
	First local minimun!!!
10	121	0.4324324
11	56	0.4313726
12	122	0.4230769
13	116	0.3962264
14	95	0.3965517
15	34	0.4000000
16	97	0.4936709
17	10	0.4494382
18	66	0.4174757
19	14	0.4067796
20	112	0.4049587
21	26	0.3902439
22	33	0.3790323
23	102	0.3760000
24	58	0.3779528
25	3	0.3550725
26	90	0.3356643
27	79	0.3356164
28	19	0.3333333
29	53	0.3310811
30	89	0.3178808
31	4	0.3116883
32	7	0.3096774
33	46	0.2951807
34	93	0.2941177
35	38	0.2742857
36	29	0.2473684
37	49	0.2371134
38	91	0.2335025
39	96	0.2200000
40	9	0.2156863
41	76	0.2159624
42	51	0.2129630
43	59	0.2036199
44	6	0.2035398
	Global minimun!!!
45	75	0.2377049
46	30	0.2355372
47	72	0.2384937
48	36	0.2394958
49	31	0.2362869
50	54	0.2403433
51	119	0.2612613
52	70	0.2697674
53	74	0.3025641
54	45	0.3422460
55	21	0.3387097
56	32	0.3405405
57	44	0.3672316
58	61	0.4099379
59	82	0.3851351
60	86	0.3809524
61	22	0.3767123
62	92	0.3819444
63	11	0.3873239
64	1	0.3900709
65	0	0.3857143
66	42	0.4210526
67	12	0.4307692
68	8	0.4206349
69	127	0.4414414
70	2	0.4392523
71	35	0.4285714
72	68	0.4421053
73	57	0.4505495
74	88	0.4545455
75	107	0.4578313
76	83	0.4657534
77	23	0.4705882
78	5	0.4776119
79	73	0.5084746
80	60	0.5000000
81	13	0.5102041
82	110	0.5581396
83	18	0.6363636
84	50	0.6333333
85	81	0.6296296
86	27	0.6500000
87	77	0.6315789
88	85	0.6000000
89	62	0.5714286
90	48	0.5833333
91	39	0.5555556
92	98	0.3333333
93	124	0.4000000
94	125	0.2500000
95	105	0.5000000
96	55	1.0000000
97	87	1.0000000
Size of Cluster: 9.

run time: 0.19s (19:56:22)
