Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:56:26 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=121
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	121	1.0000000
2	100	0.8333333
3	79	0.7777778
4	4	0.5833333
5	90	0.6470588
6	102	0.6111111
7	97	0.5945946
8	33	0.5789474
9	26	0.5250000
10	10	0.4400000
11	103	0.4423077
12	89	0.4000000
13	7	0.3928571
14	112	0.3898305
15	93	0.3809524
16	38	0.3823529
17	14	0.3734940
18	113	0.3750000
19	6	0.3655914
20	119	0.3461539
21	29	0.3193277
22	68	0.3114754
23	19	0.3008130
24	51	0.3015873
25	96	0.2945736
26	20	0.2814815
27	44	0.2867133
28	9	0.2789116
29	21	0.2770270
30	91	0.2715232
31	32	0.2697369
32	59	0.2675159
33	107	0.2654321
34	18	0.2558140
35	31	0.2485549
36	95	0.2471910
37	54	0.2472527
38	123	0.2422680
	Global minimun!!!
	First local minimun!!!
39	74	0.2943925
40	76	0.2825112
41	8	0.2775331
42	30	0.2751092
43	15	0.2683983
44	73	0.2552301
45	1	0.2541667
46	0	0.2489627
47	12	0.2500000
48	48	0.2479675
49	129	0.2448980
50	125	0.2459016
51	124	0.2427984
52	120	0.2489627
53	57	0.2616034
54	127	0.3108108
55	27	0.3162791
56	39	0.3113208
57	88	0.3110048
58	82	0.3367347
59	83	0.3494624
60	86	0.3513514
61	22	0.3532609
62	81	0.3535912
63	70	0.3505747
64	75	0.3421053
65	35	0.3286713
66	3	0.3787879
67	61	0.3965517
68	11	0.3947369
69	92	0.3928571
70	72	0.3761468
71	66	0.4210526
72	49	0.4395604
73	34	0.4269663
74	58	0.4482759
75	46	0.4210526
76	56	0.3870968
77	98	0.3728814
78	108	0.3620690
79	23	0.3584906
80	53	0.3461539
81	36	0.3333333
82	110	0.3333333
83	13	0.3181818
84	85	0.2750000
85	2	0.3611111
86	42	0.4137931
87	122	0.4285714
88	116	0.4074074
89	60	0.6111111
90	77	0.5882353
91	45	0.5555556
92	50	0.5000000
93	5	0.4000000
94	62	0.2500000
95	105	0.5000000
96	87	1.0000000
97	55	1.0000000
Size of Cluster: 38.

run time: 0.19s (19:56:26)
