Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:56:26 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=119
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	119	1.0000000
2	68	0.8571429
3	107	0.7368421
4	112	0.6818182
5	8	0.6153846
6	90	0.5483871
7	18	0.4878049
8	38	0.4782609
9	125	0.4680851
10	124	0.4375000
11	79	0.4313726
12	48	0.4150943
13	39	0.3928571
14	102	0.3859649
	First local minimun!!!
15	14	0.4305556
16	82	0.4588235
17	121	0.4606742
18	27	0.4583333
19	89	0.4646465
20	4	0.4509804
21	97	0.4132231
22	73	0.4031008
23	91	0.4015152
24	93	0.3897059
25	98	0.3812950
26	19	0.3785714
27	60	0.4026846
28	10	0.3647799
29	6	0.3475610
30	54	0.3392857
31	26	0.3294118
32	33	0.3216374
33	70	0.3202247
34	29	0.2901554
35	44	0.2736318
36	7	0.2673267
37	12	0.2634146
38	42	0.2688679
39	76	0.2488688
40	88	0.2366071
41	9	0.2324561
42	100	0.2304348
43	32	0.2251082
44	62	0.2241379
45	96	0.2170213
46	5	0.2161017
	Global minimun!!!
47	35	0.2244898
48	50	0.2213115
49	95	0.2217573
50	83	0.2270742
51	61	0.2676056
52	81	0.2666667
53	51	0.2705314
54	2	0.2709360
55	59	0.2777778
56	77	0.2791878
57	21	0.2806122
58	45	0.2659574
59	57	0.2500000
60	31	0.2459016
61	110	0.2485876
62	20	0.2690058
63	74	0.3443709
64	75	0.3488372
65	123	0.3931624
66	3	0.4528302
67	66	0.5000000
68	13	0.4945055
69	86	0.4888889
70	30	0.5000000
71	23	0.5180723
72	127	0.5441176
73	34	0.5303030
74	72	0.5238096
75	15	0.5245901
76	103	0.5423729
77	1	0.5517241
78	0	0.5438597
79	22	0.5357143
80	36	0.5454546
81	129	0.5370370
82	85	0.5200000
83	49	0.5434783
84	113	0.5609756
85	56	0.6666667
86	53	0.6538461
87	11	0.6666667
88	92	0.6818182
89	46	0.5454546
90	58	0.4444444
91	120	0.4285714
92	108	0.3333333
93	116	0.4000000
94	122	0.2500000
95	105	0.5000000
96	87	1.0000000
97	55	1.0000000
Size of Cluster: 14.

run time: 0.17s (19:56:26)
