Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:56:08 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=44
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	44	1.0000000
2	27	0.8666667
3	83	0.6800000
4	81	0.6428571
5	12	0.6129032
6	73	0.5128205
7	93	0.5348837
8	39	0.5217391
9	98	0.4897959
10	14	0.5625000
11	97	0.5542169
12	18	0.5161290
13	57	0.5051546
14	88	0.5000000
15	6	0.4857143
16	33	0.4811321
17	26	0.4629630
18	125	0.4587156
19	124	0.4454545
20	54	0.4385965
21	48	0.4310345
22	19	0.4273504
23	38	0.4016393
24	10	0.3484848
25	102	0.3458647
26	7	0.3358209
27	32	0.3333333
28	29	0.2866667
29	89	0.2745098
30	68	0.2692308
31	110	0.2777778
32	90	0.2634731
33	85	0.2631579
	First local minimun!!!
34	75	0.3212435
35	61	0.2918660
36	121	0.2816902
37	107	0.2798165
38	9	0.2747748
39	13	0.2690583
40	119	0.2435897
41	35	0.2386831
42	21	0.2377049
43	51	0.2326531
	Global minimun!!!
44	70	0.2478992
45	96	0.2510638
46	76	0.2522124
47	127	0.2796209
48	91	0.2836539
49	86	0.2850242
50	59	0.2920792
51	82	0.2857143
52	31	0.2819149
53	100	0.2849462
54	8	0.2692308
55	74	0.2654321
56	30	0.2687500
57	23	0.2580645
58	95	0.2600000
59	4	0.2585034
60	36	0.2602740
61	79	0.2517483
62	112	0.2500000
63	92	0.2463768
64	11	0.2426471
65	105	0.2462687
66	20	0.2734375
67	72	0.2800000
68	3	0.3157895
69	1	0.3185841
70	0	0.3125000
71	22	0.3063063
72	46	0.3300000
73	66	0.3720930
74	123	0.3918919
75	42	0.4626866
76	49	0.4603175
77	58	0.4590164
78	77	0.4666667
79	103	0.4827586
80	87	0.4912281
81	55	0.4821429
82	34	0.4629630
83	56	0.5000000
84	60	0.6774194
85	113	0.6538461
86	15	0.6666667
87	2	0.7000000
88	53	0.6842105
89	50	0.8125000
90	45	0.7500000
91	129	0.7142857
92	62	0.6666667
93	5	0.6000000
94	120	0.6666667
95	108	0.5000000
96	116	1.0000000
97	122	1.0000000
Size of Cluster: 33.

run time: 0.17s (19:56:09)
